,acct_no,dba,owner,sic_code,sic_desc,full_addr,st_no,st_name,even,zipcode,city,apn_sort,dist_parc_to_sales
5705,135881,MUNOZ CENOBIO & MARIA A,"A, Munoz Cenobio & Maria",6513001.0,Operators Of Apartment Buildings,"1849 39TH AVE OAKLAND, CA 94601-4127",1849,39TH AVE,False,94601,OAKLAND,033 213806401,0.0
5706,135883,NAVARRO MARIA,"Maria, Navarro",6513001.0,Operators Of Apartment Buildings,"3921 FOOTHILL BLVD OAKLAND, CA 94601-4202",3921,FOOTHILL BLVD,False,94601,OAKLAND,033 214100100,3.9616741229403902
5707,135899,YUAN SAN S & WENDY H,"H, YUAN SAN S & WENDY",6513001.0,Operators Of Apartment Buildings,"827 34TH AVE OAKLAND, CA 94601-3453",827,34TH AVE,False,94601,OAKLAND,033 219900600,0.0
5708,135904,LE AMY & PHAN JIMMY,"JIMMY, PHAN",6513001.0,Operators Of Apartment Buildings,"3427 E 8TH ST OAKLAND, CA 94601-3309",3427,E 8TH ST,False,94601,OAKLAND,033 220102500,0.0
5709,135906,BREKKE DANIEL P & ROBERT J & KRISTOFER J,"J, Brekke Daniel P & Robert J & Kristofer",6513001.0,Operators Of Apartment Buildings,"1243 49TH AVE OAKLAND, CA 94601-5121",1243,49TH AVE,False,94601,OAKLAND,034 225601000,1.5253661345854
5710,135918,GONZALES PEDRO N,"N, Gonzales Pedro",6513001.0,Operators Of Apartment Buildings,"5305 E 10TH ST OAKLAND, CA 94601-5651",5305,E 10TH ST,False,94601,OAKLAND,034 228400100,3.63122465638867
5711,135920,PHUA HOI L & LEE LINLI TRS,"TRS, PHUA HOI L & LEE LINLI",6513001.0,Operators Of Apartment Buildings,"4233 FOOTHILL BLVD OAKLAND, CA 94601-4621",4233,FOOTHILL BLVD,False,94601,OAKLAND,035 235101300,4.56877112704673
5712,135924,SBMANN1 LLC,Sbmann1 Llc,6513001.0,Operators Of Apartment Buildings,"1421 45TH AVE OAKLAND, CA 94601-4517",1421,45TH AVE,False,94601,OAKLAND,035 235601100,0.0
5713,135929,ROSAS RAFAEL & RACHELLE TRS,"TRS, ROSAS RAFAEL & RACHELLE",6513001.0,Operators Of Apartment Buildings,"4698 BANCROFT AVE OAKLAND, CA 94601-5292",4698,BANCROFT AVE,True,94601,OAKLAND,035 235900703,14.231882019984901
5714,135931,GAMEZ MARIA R,"R, Gamez Maria",6513001.0,Operators Of Apartment Buildings,"1438 46TH AVE OAKLAND, CA 94601-4523",1438,46TH AVE,True,94601,OAKLAND,035 235902300,12.679927639906301
5715,135936,LE ANDY M & PHAN NGOC X,"X, LE ANDY M & PHAN NGOC",6513001.0,Operators Of Apartment Buildings,"1453 48TH AVE OAKLAND, CA 94601-5224",1453,48TH AVE,False,94601,OAKLAND,035 236001500,0.188401382995594
5716,135942,ARMSTRONG ZELMA L,"L, Armstrong Zelma",6513001.0,Operators Of Apartment Buildings,"1505 51ST AVE OAKLAND, CA 94601-5234",1505,51ST AVE,False,94601,OAKLAND,035 236202400,0.0
5717,135955,CHEN DANNY G & MICHELLE,"MICHELLE, CHEN DANNY G &",6513001.0,Operators Of Apartment Buildings,"5024 CONGRESS AVE OAKLAND, CA 94601-5402",5024,CONGRESS AVE,True,94601,OAKLAND,035 237204500,9.18531814497651
5718,135966,ACOSTA JOSE L & ANA M,"M, ACOSTA JOSE L & ANA",6513001.0,Operators Of Apartment Buildings,"5201 CONGRESS AVE OAKLAND, CA 94601-5405",5201,CONGRESS AVE,False,94601,OAKLAND,035 238000200,15.304354097351698
5719,135968,MESUI MANASE,"Manase, Mesui",6513001.0,Operators Of Apartment Buildings,"5225 CONGRESS AVE OAKLAND, CA 94601-5405",5225,CONGRESS AVE,False,94601,OAKLAND,035 238000300,2.4096320369034503
5720,135970,ABBOTT JOHN M & NORMA J,"J, Abbott John M & Norma",6513001.0,Operators Of Apartment Buildings,"5136 BANCROFT AVE OAKLAND, CA 94601-5304",5136,BANCROFT AVE,True,94601,OAKLAND,035 239400100,12.682944334537302
5721,135972,BENNETT JOHN S HEIRS OF EST & BENNETT BOB,"Bob, Bennett John S Heirs Of Est & Bennett",6513001.0,Operators Of Apartment Buildings,"5478 BANCROFT AVE OAKLAND, CA 94601-5832",5478,BANCROFT AVE,True,94601,OAKLAND,035 239001300,9.647123469929099
5722,135975,TAPIA MARIO,"MARIO, TAPIA",6513001.0,Operators Of Apartment Buildings,"5483 BANCROFT AVE OAKLAND, CA 94601-5831",5483,BANCROFT AVE,False,94601,OAKLAND,035 239100400,0.553420592273376
5723,135977,LI WEI M & LAN Y,"Y, Li Wei M & Lan",6513001.0,Operators Of Apartment Buildings,"5461 COLE ST OAKLAND, CA 94601-5830",5461,COLE ST,False,94601,OAKLAND,035 239200200,2.4485348570645
5724,135979,SAKK ONE PROPERTY MANAGEMENT LLC,"SAKK ONE PROPERTY MANAGEMENT LLC,",6513001.0,Operators Of Apartment Buildings,"5439 BANCROFT AVE OAKLAND, CA 94601-5834",5439,BANCROFT AVE,False,94601,OAKLAND,035 239202500,0.7885183584538069
5725,135981,JONES THEOTIS,"Theotis, Jones",6513001.0,Operators Of Apartment Buildings,"5445 BANCROFT AVE OAKLAND, CA 94601-5802",5445,BANCROFT AVE,False,94601,OAKLAND,035 239202600,0.729281182790924
5726,135994,FAN XIAD E,"E, FAN XIAD",6513001.0,Operators Of Apartment Buildings,"4400 YGNACIO AVE OAKLAND, CA 94601-4605",4400,YGNACIO AVE,True,94601,OAKLAND,035 240400102,14.904498843468499
5727,135997,LU SIMING ETAL,", LU SIMING",6513001.0,Operators Of Apartment Buildings,"4524 THOMPSON ST OAKLAND, CA 94601-4743",4524,THOMPSON ST,True,94601,OAKLAND,036 241302800,7.07928047544189
5728,136000,FERNANDEZ MAURICIO J & ORELLANAFERNANDEZ DELFINA,"DELFINA, FERNANDEZ MAURICIO J & ORELLANAFERNANDEZ",6513001.0,Operators Of Apartment Buildings,"4701 CONGRESS AVE OAKLAND, CA 94601-4705",4701,CONGRESS AVE,False,94601,OAKLAND,036 242106100,12.5515146250839
5729,136013,MOHAMED MOHSEN S,"S, Mohamed Mohsen",6513001.0,Operators Of Apartment Buildings,"2158 50TH AVE OAKLAND, CA 94601-5451",2158,50TH AVE,True,94601,OAKLAND,036 241903000,5.55666684379341
5730,136019,LEUNG JIMMY C,"C, LEUNG JIMMY",6513001.0,Operators Of Apartment Buildings,"4620 CONGRESS AVE OAKLAND, CA 94601-4704",4620,CONGRESS AVE,True,94601,OAKLAND,036 242106900,3.8438636290151806
5731,136021,LAM CHIU H,"H, Lam Chiu",6513001.0,Operators Of Apartment Buildings,"4986 FAIRFAX AVE OAKLAND, CA 94601-4814",4986,FAIRFAX AVE,True,94601,OAKLAND,036 242701300,10.0489247263474
5732,136164,ALEXANDER RYAN,"RYAN, ALEXANDER",6513001.0,Operators Of Apartment Buildings,"6256 HARMON AVE OAKLAND, CA 94621-3850",6256,HARMON AVE,True,94621,OAKLAND,038 321202000,4.19073386983879
5733,136166,KIM HYO J & KATE Y,"Y, KIM HYO J & KATE",6513001.0,Operators Of Apartment Buildings,"1932 SEMINARY AVE OAKLAND, CA 94621-4189",1932,SEMINARY AVE,True,94621,OAKLAND,038 323701501,0.0
5734,136168,YUAN SAN S & WENDY H,"H, YUAN SAN S & WENDY",6513001.0,Operators Of Apartment Buildings,"6131 BROMLEY AVE OAKLAND, CA 94621-4121",6131,BROMLEY AVE,False,94621,OAKLAND,038 321501900,0.0
5735,136174,CHEN ANDERSON & LEE DENISE,"DENISE, CHEN ANDERSON & LEE",6513001.0,Operators Of Apartment Buildings,"1600 SEMINARY AVE OAKLAND, CA 94621-4225",1600,SEMINARY AVE,True,94621,OAKLAND,038 322000101,15.316523335548599
5736,136188,SMITH LARRY G TR,"G, Smith Larry",6513001.0,Operators Of Apartment Buildings,"1501 57TH AVE OAKLAND, CA 94621-4242",1501,57TH AVE,False,94621,OAKLAND,038 323301000,11.9934491368365
5737,136197,PAN WANDA,"WANDA, PAN",6513001.0,Operators Of Apartment Buildings,"1618 57TH AVE OAKLAND, CA 94621-4245",1618,57TH AVE,True,94621,OAKLAND,038 323600500,12.1259437775773
5738,136199,MAHALATINIA ALI G,"G, MAHALATINIA ALI",6513001.0,Operators Of Apartment Buildings,"5811 E 17TH ST OAKLAND, CA 94621-4238",5811,E 17TH ST,False,94621,OAKLAND,038 323601300,0.0
5739,136201,MAHALATINIA ALI G,"MAHALATINIA, ALI G",6513001.0,Operators Of Apartment Buildings,"5819 E 17TH ST OAKLAND, CA 94621-4238",5819,E 17TH ST,False,94621,OAKLAND,038 323601400,0.0
5740,136203,KOUSSA GUS M & KOUSA WAFAA,"M, KOUSSA GUS",6513001.0,Operators Of Apartment Buildings,"1627 SEMINARY AVE OAKLAND, CA 94621-4224",1627,SEMINARY AVE,False,94621,OAKLAND,038 323602102,1.18930944901572
5741,136205,PAN WANDA,"WANDA, PAN",6513001.0,Operators Of Apartment Buildings,"5700 E 16TH ST OAKLAND, CA 94621-4233",5700,E 16TH ST,True,94621,OAKLAND,038 323002000,11.527202315736899
5742,136207,PATEL AMINDER & RAJESH,"RAJESH, PATEL AMINDER &",6513001.0,Operators Of Apartment Buildings,"5809 HARMON AVE OAKLAND, CA 94621-4337",5809,HARMON AVE,False,94621,OAKLAND,038 323700600,1.35828109598719
5743,136211,MOHAMED MOHSEN S,"S, Mohamed Mohsen",6513001.0,Operators Of Apartment Buildings,"2026 57TH AVE OAKLAND, CA 94621-4320",2026,57TH AVE,True,94621,OAKLAND,038 323705901,4.81839539353144
5744,136217,VELASCO NICOLAS & TERESA P,"NICOLAS, VELASCO",6513001.0,Operators Of Apartment Buildings,"1920 65TH AVE OAKLAND, CA 94621-3814",1920,65TH AVE,True,94621,OAKLAND,039 324301300,0.0
5745,136221,TELLES WALTER P,"P, Telles Walter",6513001.0,Operators Of Apartment Buildings,"6818 FLORA ST OAKLAND, CA 94621-3449",6818,FLORA ST,True,94621,OAKLAND,039 325103200,10.160081707169802
5746,136262,SOK KHAN Y & KIM C TRS,"Trs, Sok Khan Y & Kim C",6513001.0,Operators Of Apartment Buildings,"7221 LOCKWOOD ST OAKLAND, CA 94621-3133",7221,LOCKWOOD ST,False,94621,OAKLAND,039 330602002,3.51311811914404
5747,136264,KIM HYO & KATE Y,"J, KIM HYO",6513001.0,Operators Of Apartment Buildings,"7133 HOLLY ST OAKLAND, CA 94621-3123",7133,HOLLY ST,False,94621,OAKLAND,039 330801402,0.0
5748,136270,ALMOWLLD ABDO,"Abdo, Almowlld",6513001.0,Operators Of Apartment Buildings,"1485 73RD AVE OAKLAND, CA 94621-2807",1485,73RD AVE,False,94621,OAKLAND,039 331102100,2.7871972760757595
5749,136273,CHEN DANNY & MICHELLE,"MICHELLE, CHEN DANNY &",6513001.0,Operators Of Apartment Buildings,"1600 CHURCH ST OAKLAND, CA 94621-3438",1600,CHURCH ST,True,94621,OAKLAND,039 324900101,9.28377426693218
5750,136283,FU JING,"Jing, Fu",6513001.0,Operators Of Apartment Buildings,"7333 LOCKWOOD ST OAKLAND, CA 94621-2701",7333,LOCKWOOD ST,False,94621,OAKLAND,040 332500700,0.0
5751,136307,TELLES WALTER P,"P, Telles Walter",6513001.0,Operators Of Apartment Buildings,"1427 79TH AVE OAKLAND, CA 94621-2611",1427,79TH AVE,False,94621,OAKLAND,040 336201401,6.832838566526481
5752,136313,VERSHER ANJIE E & RONNIE M SR,"Versher Sr, Ronnie",6513001.0,Operators Of Apartment Buildings,"1635 81ST AVE OAKLAND, CA 94621-2341",1635,81ST AVE,False,94621,OAKLAND,040 336900700,0.0
5753,136318,WARNER ROBERT F,"F, Warner Robert",6513001.0,Operators Of Apartment Buildings,"2046 81ST AVE OAKLAND, CA 94621-2310",2046,81ST AVE,True,94621,OAKLAND,040 337401303,5.5337151012868295
5754,136320,LUONG KIM,"KIM, LUONG",6513001.0,Operators Of Apartment Buildings,"2062 81ST AVE OAKLAND, CA 94621-2310",2062,81ST AVE,True,94621,OAKLAND,040 337401303,6.94160219562462
5755,136328,BILL & KUSUM INVESTMENTS LLC,Bill & Kusum Investments Llc,6513001.0,Operators Of Apartment Buildings,"2023 80TH AVE OAKLAND, CA 94621-2303",2023,80TH AVE,False,94621,OAKLAND,040 337801500,0.0
5756,136425,CHOU CHUN C & YEE YING S,"C, CHOU CHUN",6513001.0,Operators Of Apartment Buildings,"6005 INTERNATIONAL BLVD OAKLAND, CA 94621-4204",6005,INTERNATIONAL BLVD,False,94621,OAKLAND,041 388200100,17.5778704355657
5757,136428,LEI LI R & I JIN H TR,"H, LEI LI R & I JIN",6513001.0,Operators Of Apartment Buildings,"1366 61ST AVE OAKLAND, CA 94621-3918",1366,61ST AVE,True,94621,OAKLAND,041 388303300,0.489725020970255
5758,136430,XU SHANG R,"R, XU SHANG",6513001.0,Operators Of Apartment Buildings,"1351 63RD AVE OAKLAND, CA 94621-3927",1351,63RD AVE,False,94621,OAKLAND,041 388304500,0.0
5759,136432,YUAN SAN S & WENDY H,"H, YUAN SAN S & WENDY",6513001.0,Operators Of Apartment Buildings,"1304 62ND AVE OAKLAND, CA 94621-3924",1304,62ND AVE,True,94621,OAKLAND,041 388305600,1.7405474466425601
5760,136436,CHEN SHAO W & HUA X,"X, CHEN SHAO W & HUA",6513001.0,Operators Of Apartment Buildings,"1233 60TH AVE OAKLAND, CA 94621-3909",1233,60TH AVE,False,94621,OAKLAND,041 388701400,0.0
5761,136439,ZHOU DON & QIA B,"B, Zhou Don & Qia",6513001.0,Operators Of Apartment Buildings,"6223 FENHAM ST OAKLAND, CA 94621-3700",6223,FENHAM ST,False,94621,OAKLAND,041 405204300,14.663007555812099
5762,136442,CERNA TARCISIO & OBDULIA,"Obdulia, Cerna Tarcisio &",6513001.0,Operators Of Apartment Buildings,"1121 58TH AVE OAKLAND, CA 94621-3901",1121,58TH AVE,False,94621,OAKLAND,041 389205900,0.0
5763,136447,FULWOOD JOHN,"John, Fulwood",6513001.0,Operators Of Apartment Buildings,"1319 64TH AVE OAKLAND, CA 94621-3931",1319,64TH AVE,False,94621,OAKLAND,041 405200500,0.0
5764,136452,JOHNSON VERDIA & HAILE PAMELA A,"A, Johnson Verdia & Haile Pamela",6513001.0,Operators Of Apartment Buildings,"1265 73RD AVE OAKLAND, CA 94621-2903",1265,73RD AVE,False,94621,OAKLAND,041 412903400,0.0
5765,136454,SINGH RAJESHWAR,"Rajeshwar, Singh",6513001.0,Operators Of Apartment Buildings,"1230 72ND AVE OAKLAND, CA 94621-3234",1230,72ND AVE,True,94621,OAKLAND,041 412904100,0.43198817257179106
5766,136458,CURRY JEROME,"Jerome, Curry",6513001.0,Operators Of Apartment Buildings,"1151 73RD AVE OAKLAND, CA 94621-2928",1151,73RD AVE,False,94621,OAKLAND,041 413504600,0.0
5767,136460,OVALLE MICHAEL I,"I, OVALLE MICHAEL",6513001.0,Operators Of Apartment Buildings,"1130 73RD AVE OAKLAND, CA 94621-2902",1130,73RD AVE,True,94621,OAKLAND,041 413701102,4.93915708185108
5768,136462,LI WEI M & LAN Y,"Y, Li Wei M & Lan",6513001.0,Operators Of Apartment Buildings,"1154 73RD AVE OAKLAND, CA 94621-2919",1154,73RD AVE,True,94621,OAKLAND,041 413701402,11.472897255856099
5769,136464,VAN DUNG L,"L, Van Dung",6513001.0,Operators Of Apartment Buildings,"7529 HAMILTON ST OAKLAND, CA 94621-2915",7529,HAMILTON ST,False,94621,OAKLAND,041 414200100,1.4658731997694499
5770,136468,NG MEI L,"L, Ng Mei",6513001.0,Operators Of Apartment Buildings,"1062 76TH AVE OAKLAND, CA 94621-2542",1062,76TH AVE,True,94621,OAKLAND,041 414205000,0.0
5771,136475,MUHMMAD RAHMAN,"RAHMAN, MUHMMAD",6513001.0,Operators Of Apartment Buildings,"1063 73RD AVE OAKLAND, CA 94621-2909",1063,73RD AVE,False,94621,OAKLAND,041 414603700,0.0
5772,136478,DMANN1 LLC,Dmann1 Llc,6513001.0,Operators Of Apartment Buildings,"1055 71ST AVE OAKLAND, CA 94621-3238",1055,71ST AVE,False,94621,OAKLAND,041 414804700,0.0
5773,136480,LE ALEXANDER,"ALEXANDER, LE",6513001.0,Operators Of Apartment Buildings,"7008 SPENCER ST OAKLAND, CA 94621-3247",7008,SPENCER ST,True,94621,OAKLAND,041 414805700,4.18415661818982
5774,136488,CASTELLANOS CRUZ A & MARTA R,"R, CASTELLANOS CRUZ A & MARTA",6513001.0,Operators Of Apartment Buildings,"903 71ST AVE OAKLAND, CA 94621-3311",903,71ST AVE,False,94621,OAKLAND,041 415104800,6.86491357894587
5775,136490,WILLIAMS ARLEAN,"Arlean, Williams",6513001.0,Operators Of Apartment Buildings,"966 70TH AVE OAKLAND, CA 94621-3310",966,70TH AVE,True,94621,OAKLAND,041 415100800,2.86780462253362
5776,136494,SAWHNEY PRIYAM & CHADHA ATUL,"ATUL, SAWHNEY PRIYAM & CHADHA",6513001.0,Operators Of Apartment Buildings,"960 72ND AVE OAKLAND, CA 94621-3314",960,72ND AVE,True,94621,OAKLAND,041 415304600,0.0
5777,136503,LI WEIBIN & TU HONGYAN,"HONGYAN, LI WEIBIN & TU",6513001.0,Operators Of Apartment Buildings,"1251 75TH AVE OAKLAND, CA 94621-2827",1251,75TH AVE,False,94621,OAKLAND,041 418902700,0.0
5778,136508,LIU XIN,"XIN, LIU",6513001.0,Operators Of Apartment Buildings,"1257 79TH AVE OAKLAND, CA 94621-2607",1257,79TH AVE,False,94621,OAKLAND,041 419505200,0.0
5779,136512,THAI GOLDEN T & CHAU MIMI Y,"Y, THAI GOLDEN T & CHAU MIMI",6513001.0,Operators Of Apartment Buildings,"1220 79TH AVE OAKLAND, CA 94621-2608",1220,79TH AVE,True,94621,OAKLAND,041 419804100,2.6573856182621203
5780,136519,MIAN PAN X & HUANG SI Z,"Z, Mian Pan X & Huang Si",6513001.0,Operators Of Apartment Buildings,"1070 81ST AVE OAKLAND, CA 94621-2454",1070,81ST AVE,True,94621,OAKLAND,042 424704900,5.67874402373669
5781,136524,TING KEH C & CHAO W,"Andy, Ting Keh C &",6513001.0,Operators Of Apartment Buildings,"1255 83RD AVE OAKLAND, CA 94621-1843",1255,83RD AVE,False,94621,OAKLAND,042 424902200,1.77168907375602
5782,136528,SAWHNEY DIVYA,"DIVYA, SAWHNEY",6513001.0,Operators Of Apartment Buildings,"1318 82ND AVE OAKLAND, CA 94621-2434",1318,82ND AVE,True,94621,OAKLAND,042 424903100,7.738154520263129
5783,136530,PASTRANA FRANCISCO & HERNANDEZ HILDA,"Hilda, Pastrana Francisco & Hernandez",6513001.0,Operators Of Apartment Buildings,"8208 A ST OAKLAND, CA 94621-1872",8208,A ST,True,94621,OAKLAND,042 424903900,3.45472512937883
5784,136539,LEE JIMMY & CHAN AMY,"AMY, LEE JIMMY & CHAN",6513001.0,Operators Of Apartment Buildings,"1050 82ND AVE OAKLAND, CA 94621-2428",1050,82ND AVE,True,94621,OAKLAND,042 425101700,3.84077083726244
5785,136541,ORION IMHHOTEP LLC,Orion Imhhotep Llc,6513001.0,Operators Of Apartment Buildings,"1062 82ND AVE OAKLAND, CA 94621-2481",1062,82ND AVE,True,94621,OAKLAND,042 425101800,4.59359385894731
5786,136545,PENG & JENNY WANG,"WANG, JENNY",6513001.0,Operators Of Apartment Buildings,"1311 87TH AVE B OAKLAND, CA 94621-1606",1311,87TH AVE,False,94621,OAKLAND,042 425201600,0.8121634954421569
5787,136550,YANG HUICHAO & HUANG WAIXIAN,"WAIXIAN, YANG HUICHAO & HUANG",6513001.0,Operators Of Apartment Buildings,"1212 83RD AVE OAKLAND, CA 94621-1852",1212,83RD AVE,True,94621,OAKLAND,042 425601702,2.15535337430554
5788,136552,TURNER RALPH,"RALPH, TURNER",6514001.0,Operators Of Dwellings Other Than Apartment Buildings,"1252 83RD AVE OAKLAND, CA 94621-1855",1252,83RD AVE,True,94621,OAKLAND,042 424902200,0.0
5789,136554,ABIOYE MOSES REMI,"Remi, Abioye Moses",6513001.0,Operators Of Apartment Buildings,"1260 83RD AVE OAKLAND, CA 94621-1855",1260,83RD AVE,True,94621,OAKLAND,042 424902200,0.9319028909996151
5790,136557,KIM HYO J & KATE Y,"Y, KIM HYO J & KATE",6513001.0,Operators Of Apartment Buildings,"1210 84TH AVE OAKLAND, CA 94621-1816",1210,84TH AVE,True,94621,OAKLAND,042 425701500,3.39122101241005
5791,136561,ARIAS RAMON & MARIA,"MARIA, ARIAS RAMON &",6513001.0,Operators Of Apartment Buildings,"1234 84TH AVE OAKLAND, CA 94621-1816",1234,84TH AVE,True,94621,OAKLAND,042 425701701,4.1393456105621995
5792,136568,FRAZIER LARRY D,"D, FRAZIER LARRY",6513001.0,Operators Of Apartment Buildings,"1101 85TH AVE OAKLAND, CA 94621-1601",1101,85TH AVE,False,94621,OAKLAND,042 426201400,13.4314020917396
5793,136570,DO HUOT L & KIM L,"L, Do Huot L & Kim",6513001.0,Operators Of Apartment Buildings,"1165 84TH AVE OAKLAND, CA 94621-1813",1165,84TH AVE,False,94621,OAKLAND,042 426300600,0.0
5794,136574,VAZQUEZ JOSE & ELIZABETH,"ELIZABETH, VAZQUEZ JOSE &",6513001.0,Operators Of Apartment Buildings,"8601 D ST OAKLAND, CA 94621-1661",8601,D ST,False,94621,OAKLAND,042 426101200,12.9682929746506
5795,136579,NEWTON ISAAC C TR,"TR, NEWTON ISAAC C",6513001.0,Operators Of Apartment Buildings,"1310 89TH AVE OAKLAND, CA 94621-1124",1310,89TH AVE,True,94621,OAKLAND,042 427002500,3.61731383211459
5796,136598,REESE DEBRA A & ALVIN W,"A, Reese Debra",6513001.0,Operators Of Apartment Buildings,"1457 85TH AVE OAKLAND, CA 94621-1714",1457,85TH AVE,False,94621,OAKLAND,043 455301400,11.4059226185023
5797,136600,COE LEONARD D,"D, COE LEONARD",6513001.0,Operators Of Apartment Buildings,"1671 86TH AVE OAKLAND, CA 94621-1505",1671,86TH AVE,False,94621,OAKLAND,043 455400600,0.0
5798,136602,PEREZ SANTOS & ESTELLA,"Santos, Perez",6514001.0,Operators Of Dwellings Other Than Apartment Buildings,"1669 85TH AVE OAKLAND, CA 94621-1735",1669,85TH AVE,False,94621,OAKLAND,043 455500900,0.0
5799,136604,LAM TEREZA & LAU TIMMY,"Timmy, Lam Tereza & Lau",6513001.0,Operators Of Apartment Buildings,"1668 83RD AVE OAKLAND, CA 94621-2208",1668,83RD AVE,True,94621,OAKLAND,043 455602300,11.094657464860802
5800,136608,PEREZ SIMON G & SALAZAR MARIA R,"R, Perez Simon G & Salazar Maria",6513001.0,Operators Of Apartment Buildings,"1623 84TH AVE OAKLAND, CA 94621-1704",1623,84TH AVE,False,94621,OAKLAND,043 455601100,0.8650945945020121
5801,136612,ALVARADO ISRAEL & BEATRIZ,"Beatriz, Alvarado Israel &",6513001.0,Operators Of Apartment Buildings,"1633 83RD AVE OAKLAND, CA 94621-2207",1633,83RD AVE,False,94621,OAKLAND,043 455700902,0.0
5802,136616,GREEN BOMANI M & KAMEELAH T,"M, GREEN BOMANI",6513001.0,Operators Of Apartment Buildings,"1741 84TH AVE OAKLAND, CA 94621-1706",1741,84TH AVE,False,94621,OAKLAND,043 455901200,2.1894291013778
5803,136619,PAN WANDA,"WANDA, PAN",6513001.0,Operators Of Apartment Buildings,"1729 86TH AVE OAKLAND, CA 94621-1563",1729,86TH AVE,False,94621,OAKLAND,043 456101400,0.0
5804,136623,ZHU ZHENYU & WANG XIUSHENG,"Xiusheng, Zhu Zhenyu & Wang",6513001.0,Operators Of Apartment Buildings,"8533 OLIVE ST OAKLAND, CA 94621-1732",8533,OLIVE ST,False,94621,OAKLAND,043 456200100,3.9361867359426097
5805,136625,GUERRA AMPELIA,"Ampelia, Salas Fernando & Guerra",6513001.0,Operators Of Apartment Buildings,"1974 83RD AVE OAKLAND, CA 94621-2212",1974,83RD AVE,True,94621,OAKLAND,043 456500700,7.88196950677846
5806,136627,MARQUEZ EVELIO M,"M, MARQUEZ EVELIO",6513001.0,Operators Of Apartment Buildings,"1963 84TH AVE OAKLAND, CA 94621-1708",1963,84TH AVE,False,94621,OAKLAND,043 456400600,0.0
5807,136629,ARRIZON MARIO,"Enrique, Arrizon",6514001.0,Operators Of Dwellings Other Than Apartment Buildings,"1933 84TH AVE OAKLAND, CA 94621-1708",1933,84TH AVE,False,94621,OAKLAND,043 456401000,0.0
5808,136635,RICHARDSON MARK & ALLEGRA,"Mark, Richardson",6513001.0,Operators Of Apartment Buildings,"1950 82ND AVE OAKLAND, CA 94621-2223",1950,82ND AVE,True,94621,OAKLAND,043 456502000,10.866435508317402
5809,136637,MARTINEZ REFUGIO D & EDNA,"Edna, Martinez Refugio D &",6513001.0,Operators Of Apartment Buildings,"2027 83RD AVE OAKLAND, CA 94621-2213",2027,83RD AVE,False,94621,OAKLAND,043 456601202,0.668832411621204
5810,136641,FRANKO BELIA & DANIEL,"Talina, Sandino",6513001.0,Operators Of Apartment Buildings,"2075 84TH AVE OAKLAND, CA 94621-1710",2075,84TH AVE,False,94621,OAKLAND,043 456701000,0.0
5811,136643,KASHIKAR AL,"Al, Kashikar",6513001.0,Operators Of Apartment Buildings,"2036 84TH AVE OAKLAND, CA 94621-1711",2036,84TH AVE,True,94621,OAKLAND,043 456801500,5.62842221424629
5812,136645,KASHIKAR AL,"Al, Kashikar",6513001.0,Operators Of Apartment Buildings,"2040 84TH AVE OAKLAND, CA 94621-1711",2040,84TH AVE,True,94621,OAKLAND,043 456801600,1.90542966536486
